2023.06.24 09:56:31 WARN  es[][o.e.t.ThreadPool] timer thread slept for [20.7h/74582097ms] on absolute clock which is above the warn threshold of [5000ms]
2023.06.24 15:45:59 INFO  es[][o.e.n.Node] version[7.17.8], pid[13716], build[unknown/unknown/120eabe1c8a0cb2ae87cffc109a5b65d213e9df1/2022-12-02T17:33:09.727072865Z], OS[Windows 10/10.0/amd64], JVM[Oracle Corporation/Java HotSpot(TM) 64-Bit Server VM/17.0.6/17.0.6+9-LTS-190]
2023.06.24 15:45:59 INFO  es[][o.e.n.Node] JVM home [C:\Program Files\Java\jdk-17]
2023.06.24 15:45:59 INFO  es[][o.e.n.Node] JVM arguments [-XX:+UseG1GC, -Djava.io.tmpdir=C:\Users\Administrator\Downloads\sonarqube-9.9.0.65466\temp, -XX:ErrorFile=C:\Users\Administrator\Downloads\sonarqube-9.9.0.65466\logs\es_hs_err_pid%p.log, -Des.networkaddress.cache.ttl=60, -Des.networkaddress.cache.negative.ttl=10, -XX:+AlwaysPreTouch, -Xss1m, -Djava.awt.headless=true, -Dfile.encoding=UTF-8, -Djna.nosys=true, -Djna.tmpdir=C:\Users\Administrator\Downloads\sonarqube-9.9.0.65466\temp, -XX:-OmitStackTraceInFastThrow, -Dio.netty.noUnsafe=true, -Dio.netty.noKeySetOptimization=true, -Dio.netty.recycler.maxCapacityPerThread=0, -Dio.netty.allocator.numDirectArenas=0, -Dlog4j.shutdownHookEnabled=false, -Dlog4j2.disable.jmx=true, -Dlog4j2.formatMsgNoLookups=true, -Djava.locale.providers=COMPAT, -Dcom.redhat.fips=false, -Xmx512m, -Xms512m, -XX:MaxDirectMemorySize=256m, -XX:+HeapDumpOnOutOfMemoryError, -Delasticsearch, -Des.path.home=C:\Users\Administrator\Downloads\sonarqube-9.9.0.65466\elasticsearch, -Des.path.conf=C:\Users\Administrator\Downloads\sonarqube-9.9.0.65466\temp\conf\es]
2023.06.24 15:45:59 INFO  es[][o.e.p.PluginsService] loaded module [analysis-common]
2023.06.24 15:45:59 INFO  es[][o.e.p.PluginsService] loaded module [lang-painless]
2023.06.24 15:45:59 INFO  es[][o.e.p.PluginsService] loaded module [parent-join]
2023.06.24 15:45:59 INFO  es[][o.e.p.PluginsService] loaded module [reindex]
2023.06.24 15:45:59 INFO  es[][o.e.p.PluginsService] loaded module [transport-netty4]
2023.06.24 15:45:59 INFO  es[][o.e.p.PluginsService] no plugins loaded
2023.06.24 15:45:59 INFO  es[][o.e.e.NodeEnvironment] using [1] data paths, mounts [[(C:)]], net usable_space [39.2gb], net total_space [149.3gb], types [NTFS]
2023.06.24 15:45:59 INFO  es[][o.e.e.NodeEnvironment] heap size [512mb], compressed ordinary object pointers [true]
2023.06.24 15:46:00 INFO  es[][o.e.n.Node] node name [sonarqube], node ID [m1cYPE-NQTGS2lYYK5ZASA], cluster name [sonarqube], roles [data_frozen, master, remote_cluster_client, data, data_content, data_hot, data_warm, data_cold, ingest]
2023.06.24 15:46:04 INFO  es[][o.e.t.NettyAllocator] creating NettyAllocator with the following configs: [name=unpooled, suggested_max_allocation_size=256kb, factors={es.unsafe.use_unpooled_allocator=null, g1gc_enabled=true, g1gc_region_size=1mb, heap_size=512mb}]
2023.06.24 15:46:04 INFO  es[][o.e.i.r.RecoverySettings] using rate limit [40mb] with [default=40mb, read=0b, write=0b, max=0b]
2023.06.24 15:46:04 INFO  es[][o.e.d.DiscoveryModule] using discovery type [zen] and seed hosts providers [settings]
2023.06.24 15:46:05 INFO  es[][o.e.g.DanglingIndicesState] gateway.auto_import_dangling_indices is disabled, dangling indices will not be automatically detected or imported and must be managed manually
2023.06.24 15:46:05 INFO  es[][o.e.n.Node] initialized
2023.06.24 15:46:05 INFO  es[][o.e.n.Node] starting ...
2023.06.24 15:46:05 INFO  es[][o.e.t.TransportService] publish_address {127.0.0.1:50290}, bound_addresses {127.0.0.1:50290}
2023.06.24 15:46:06 INFO  es[][o.e.c.c.Coordinator] cluster UUID [TN2e3dm9ScularCvYEswjQ]
2023.06.24 15:46:06 INFO  es[][o.e.c.s.MasterService] elected-as-master ([1] nodes joined)[{sonarqube}{m1cYPE-NQTGS2lYYK5ZASA}{Kqd7jttRROqsWpcJ-jVOrQ}{127.0.0.1}{127.0.0.1:50290}{cdfhimrsw} elect leader, _BECOME_MASTER_TASK_, _FINISH_ELECTION_], term: 3, version: 67, delta: master node changed {previous [], current [{sonarqube}{m1cYPE-NQTGS2lYYK5ZASA}{Kqd7jttRROqsWpcJ-jVOrQ}{127.0.0.1}{127.0.0.1:50290}{cdfhimrsw}]}
2023.06.24 15:46:06 INFO  es[][o.e.c.s.ClusterApplierService] master node changed {previous [], current [{sonarqube}{m1cYPE-NQTGS2lYYK5ZASA}{Kqd7jttRROqsWpcJ-jVOrQ}{127.0.0.1}{127.0.0.1:50290}{cdfhimrsw}]}, term: 3, version: 67, reason: Publication{term=3, version=67}
2023.06.24 15:46:06 INFO  es[][o.e.h.AbstractHttpServerTransport] publish_address {127.0.0.1:9001}, bound_addresses {127.0.0.1:9001}
2023.06.24 15:46:06 INFO  es[][o.e.n.Node] started
2023.06.24 15:46:06 INFO  es[][o.e.g.GatewayService] recovered [7] indices into cluster_state
2023.06.24 15:46:08 INFO  es[][o.e.c.r.a.AllocationService] Cluster health status changed from [RED] to [GREEN] (reason: [shards started [[metadatas][0]]]).
2023.06.24 16:29:38 WARN  es[][o.e.t.ThreadPool] timer thread slept for [15.6s/15669ms] on absolute clock which is above the warn threshold of [5000ms]
